case_id,user_id,image_id,image_label,selected_option,satisfaction,confidence,understanding,mean_helpfulness,age_range,education_level,occupation_raw,ai_knowledge_level,domain_knowledge_level,preferred_response_length,preferred_technical_level,preferred_format,perceived_error_impact,preferred_explanation_types_raw,main_goals_raw,case_local_id,timestamp,occupation_list,ai_knowledge_raw,ai_knowledge_desc,domain_knowledge_raw,domain_knowledge_desc,preferred_explanation_types_list,main_goals_list,free_comment,original_image_path,domain,model_predicted_class,model_confidence,initial_description,vqa_support_description,option_A_type,option_B_type,option_C_type,option_D_type,option_E_type,option_F_type
C0240,U022,9,img_09,Opción F (Ninguna),2,2,3,2.3333333333333335,25–34,Master,Profesional del sector tecnológico / IA / datos,3,4,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,Explicaciones visuales (zonas destacadas en la imagen),"Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema",9,2026-04-06 22:32:21.664,"[""Profesional del sector tecnológico / IA / datos""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","4 Alto: distingo especies similares y detalles (familias, comportamiento, hábitat).","Alto: distingo especies similares y detalles (familias, comportamiento, hábitat).","[""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0241,U022,10,img_10,Opción E,4,4,5,4.333333333333333,25–34,Master,Profesional del sector tecnológico / IA / datos,3,4,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,Explicaciones visuales (zonas destacadas en la imagen),"Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema",10,2026-04-06 22:32:21.664,"[""Profesional del sector tecnológico / IA / datos""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","4 Alto: distingo especies similares y detalles (familias, comportamiento, hábitat).","Alto: distingo especies similares y detalles (familias, comportamiento, hábitat).","[""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0242,U022,11,img_11,Opción B,3,3,3,3.0,25–34,Master,Profesional del sector tecnológico / IA / datos,3,4,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,Explicaciones visuales (zonas destacadas en la imagen),"Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema",11,2026-04-06 22:32:21.664,"[""Profesional del sector tecnológico / IA / datos""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","4 Alto: distingo especies similares y detalles (familias, comportamiento, hábitat).","Alto: distingo especies similares y detalles (familias, comportamiento, hábitat).","[""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0243,U023,1,img_01,Opción C,5,5,5,5.0,35–44,Grado,Desempleado/a / en búsqueda,4,2,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",1,2026-04-07 00:49:41.881,"[""Desempleado/a / en búsqueda""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]","Pienso que se debe crear más conciencia de no obtener respuestas solamente de una caja negra. La XAI transforma a la IA de ser un ""oráculo"" incuestionable a ser un colaborador transparente. [Modo IA Google]",,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0244,U023,2,img_02,Opción E,2,3,1,2.0,35–44,Grado,Desempleado/a / en búsqueda,4,2,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",2,2026-04-07 00:49:41.881,"[""Desempleado/a / en búsqueda""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]","Pienso que se debe crear más conciencia de no obtener respuestas solamente de una caja negra. La XAI transforma a la IA de ser un ""oráculo"" incuestionable a ser un colaborador transparente. [Modo IA Google]",,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0245,U023,3,img_03,Opción A,5,4,5,4.666666666666667,35–44,Grado,Desempleado/a / en búsqueda,4,2,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",3,2026-04-07 00:49:41.881,"[""Desempleado/a / en búsqueda""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]","Pienso que se debe crear más conciencia de no obtener respuestas solamente de una caja negra. La XAI transforma a la IA de ser un ""oráculo"" incuestionable a ser un colaborador transparente. [Modo IA Google]",,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0246,U023,4,img_04,Opción B,4,5,5,4.666666666666667,35–44,Grado,Desempleado/a / en búsqueda,4,2,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",4,2026-04-07 00:49:41.881,"[""Desempleado/a / en búsqueda""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]","Pienso que se debe crear más conciencia de no obtener respuestas solamente de una caja negra. La XAI transforma a la IA de ser un ""oráculo"" incuestionable a ser un colaborador transparente. [Modo IA Google]",,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0247,U023,5,img_05,Opción F (Ninguna),1,1,4,2.0,35–44,Grado,Desempleado/a / en búsqueda,4,2,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",5,2026-04-07 00:49:41.881,"[""Desempleado/a / en búsqueda""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]","Pienso que se debe crear más conciencia de no obtener respuestas solamente de una caja negra. La XAI transforma a la IA de ser un ""oráculo"" incuestionable a ser un colaborador transparente. [Modo IA Google]",,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0248,U023,6,img_06,Opción D,2,2,4,2.6666666666666665,35–44,Grado,Desempleado/a / en búsqueda,4,2,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",6,2026-04-07 00:49:41.881,"[""Desempleado/a / en búsqueda""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]","Pienso que se debe crear más conciencia de no obtener respuestas solamente de una caja negra. La XAI transforma a la IA de ser un ""oráculo"" incuestionable a ser un colaborador transparente. [Modo IA Google]",,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0249,U023,7,img_07,Opción B,5,3,5,4.333333333333333,35–44,Grado,Desempleado/a / en búsqueda,4,2,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",7,2026-04-07 00:49:41.881,"[""Desempleado/a / en búsqueda""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]","Pienso que se debe crear más conciencia de no obtener respuestas solamente de una caja negra. La XAI transforma a la IA de ser un ""oráculo"" incuestionable a ser un colaborador transparente. [Modo IA Google]",,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0250,U023,8,img_08,Opción F (Ninguna),1,1,5,2.3333333333333335,35–44,Grado,Desempleado/a / en búsqueda,4,2,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",8,2026-04-07 00:49:41.881,"[""Desempleado/a / en búsqueda""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]","Pienso que se debe crear más conciencia de no obtener respuestas solamente de una caja negra. La XAI transforma a la IA de ser un ""oráculo"" incuestionable a ser un colaborador transparente. [Modo IA Google]",,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0251,U023,9,img_09,Opción F (Ninguna),1,1,5,2.3333333333333335,35–44,Grado,Desempleado/a / en búsqueda,4,2,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",9,2026-04-07 00:49:41.881,"[""Desempleado/a / en búsqueda""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]","Pienso que se debe crear más conciencia de no obtener respuestas solamente de una caja negra. La XAI transforma a la IA de ser un ""oráculo"" incuestionable a ser un colaborador transparente. [Modo IA Google]",,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
